,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
6474,39,admin.,married,secondary,no,1595,yes,no,unknown,5,jun,2,-1,0,unknown,no
6771,49,admin.,married,secondary,no,0,no,no,cellular,22,aug,2,-1,0,unknown,no
3455,37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,2,179,3,other,yes
5933,40,management,married,tertiary,no,384,no,no,cellular,20,apr,3,327,2,failure,no
6540,36,management,married,tertiary,no,-547,yes,no,cellular,30,apr,1,259,2,failure,no
429,30,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1,-1,0,unknown,yes
10432,59,admin.,married,secondary,no,2552,no,yes,cellular,5,aug,3,-1,0,unknown,no
5681,28,blue-collar,single,secondary,no,97,yes,no,unknown,7,may,1,-1,0,unknown,no
9392,45,management,married,tertiary,no,22815,no,no,cellular,26,aug,8,-1,0,unknown,no
11026,39,technician,married,primary,no,1846,no,no,cellular,5,feb,5,-1,0,unknown,no
2096,27,technician,divorced,secondary,no,1977,yes,no,cellular,22,may,1,-1,0,unknown,yes
8923,33,student,single,unknown,no,5969,no,no,cellular,30,apr,1,83,7,failure,no
10001,22,student,single,unknown,no,1,no,no,telephone,15,jun,4,-1,0,unknown,no
10360,60,blue-collar,married,secondary,no,2879,yes,no,cellular,5,aug,1,-1,0,unknown,no
8854,51,blue-collar,married,primary,no,1694,no,no,cellular,13,aug,2,-1,0,unknown,no
6879,34,blue-collar,married,primary,no,5299,yes,no,unknown,26,jun,5,-1,0,unknown,no
10507,38,technician,married,secondary,no,728,yes,no,cellular,18,nov,1,181,2,other,no
7401,52,admin.,single,unknown,no,872,yes,no,telephone,18,may,6,335,1,other,no
4964,50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,2,-1,0,unknown,yes
8995,32,admin.,single,secondary,no,6981,yes,no,cellular,2,jun,1,194,3,failure,no
274,42,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,jun,3,-1,0,unknown,yes
4288,72,admin.,married,primary,no,2321,no,no,cellular,14,sep,2,64,12,failure,yes
299,36,services,married,secondary,no,981,no,no,unknown,16,jun,1,-1,0,unknown,yes
8551,33,technician,married,secondary,no,264,no,no,cellular,28,aug,4,-1,0,unknown,no
3241,35,management,single,tertiary,no,681,no,no,cellular,18,feb,1,561,2,success,yes
10214,35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,2,-1,0,unknown,no
10494,57,management,married,secondary,no,123,no,no,cellular,2,feb,2,-1,0,unknown,no
857,44,management,married,tertiary,no,792,no,no,cellular,25,aug,7,-1,0,unknown,yes
6745,32,blue-collar,married,secondary,no,2263,no,no,cellular,7,may,2,-1,0,unknown,no
297,52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,4,-1,0,unknown,yes
8278,55,management,married,tertiary,no,23189,yes,no,unknown,14,may,1,-1,0,unknown,no
5101,52,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,2,-1,0,unknown,yes
2454,37,admin.,married,secondary,no,96,no,no,cellular,7,aug,1,99,2,success,yes
5264,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,3,-1,0,unknown,yes
5493,50,services,married,secondary,no,901,yes,no,unknown,20,jun,6,-1,0,unknown,no
10611,33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,2,-1,0,unknown,no
10535,32,technician,married,secondary,no,367,yes,no,cellular,11,may,2,276,3,failure,no
3863,24,student,single,secondary,no,1925,no,no,cellular,11,aug,1,-1,0,unknown,yes
6557,40,technician,married,secondary,no,-496,no,no,telephone,28,jul,2,-1,0,unknown,no
1251,37,technician,single,secondary,no,2442,no,no,cellular,16,feb,3,-1,0,unknown,yes
8241,44,management,married,tertiary,no,0,yes,no,unknown,28,may,1,-1,0,unknown,no
6000,59,blue-collar,married,primary,no,6212,yes,no,cellular,5,may,2,-1,0,unknown,no
2099,39,technician,married,secondary,no,116,no,no,cellular,22,may,2,-1,0,unknown,yes
8879,40,management,married,secondary,no,2596,no,no,unknown,12,jun,1,-1,0,unknown,no
6588,33,unemployed,single,tertiary,no,157,yes,no,unknown,26,may,5,-1,0,unknown,no
6854,38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,15,jul,4,-1,0,unknown,no
1047,59,management,married,tertiary,no,7049,no,no,cellular,21,nov,1,163,2,failure,yes
6479,33,management,married,tertiary,no,1778,no,no,cellular,26,may,1,103,1,success,no
2877,37,management,married,tertiary,no,238,no,no,cellular,3,nov,1,-1,0,unknown,yes
10286,32,blue-collar,married,secondary,no,43,yes,no,unknown,21,may,2,-1,0,unknown,no
4417,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,2,-1,0,unknown,yes
8221,33,services,divorced,secondary,yes,339,yes,no,unknown,23,may,4,-1,0,unknown,no
7809,31,services,single,secondary,no,205,yes,no,cellular,15,apr,1,-1,0,unknown,no
5645,40,technician,married,secondary,no,40,yes,no,cellular,21,nov,1,-1,0,unknown,no
10999,38,entrepreneur,married,tertiary,no,1438,no,no,cellular,13,nov,5,-1,0,unknown,no
10252,43,management,married,tertiary,no,136,no,no,cellular,6,aug,2,-1,0,unknown,no
106,44,technician,divorced,secondary,no,982,yes,no,unknown,20,may,3,-1,0,unknown,yes
7342,56,admin.,married,secondary,no,1554,yes,yes,cellular,6,feb,6,190,27,other,no
8373,59,unknown,divorced,unknown,no,27,no,no,unknown,5,may,3,-1,0,unknown,no
4894,20,student,single,secondary,no,502,no,no,cellular,30,apr,1,-1,0,unknown,yes
7068,25,admin.,single,tertiary,no,220,no,no,cellular,26,may,1,-1,0,unknown,no
2461,71,retired,married,primary,no,2600,no,no,cellular,7,aug,1,-1,0,unknown,yes
10172,32,technician,single,secondary,no,3297,no,no,cellular,11,aug,2,-1,0,unknown,no
1146,32,management,single,tertiary,no,2360,no,no,cellular,3,feb,2,160,5,other,yes
3919,27,student,single,tertiary,no,5169,yes,no,cellular,3,sep,1,466,3,success,yes
6353,53,technician,married,secondary,no,287,no,no,telephone,6,feb,5,-1,0,unknown,no
4342,38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,1,95,7,success,yes
3982,58,management,divorced,unknown,no,2986,no,no,cellular,16,sep,1,91,5,other,yes
5752,33,management,single,tertiary,no,576,no,no,cellular,25,may,1,111,2,other,no
2986,26,student,single,tertiary,no,294,no,no,cellular,4,dec,2,-1,0,unknown,yes
3822,93,retired,married,unknown,no,775,no,no,cellular,4,aug,2,13,9,success,yes
3478,49,admin.,married,secondary,no,0,no,no,cellular,30,apr,1,-1,0,unknown,yes
5347,50,technician,married,secondary,no,1838,yes,yes,cellular,13,aug,8,-1,0,unknown,no
76,39,technician,married,tertiary,no,94,yes,yes,unknown,16,may,1,-1,0,unknown,yes
1945,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,5,-1,0,unknown,yes
8171,56,services,married,secondary,no,642,yes,no,cellular,30,jan,1,2,3,other,no
9305,49,technician,single,tertiary,no,2585,no,no,unknown,11,jun,1,-1,0,unknown,no
8782,32,admin.,single,secondary,no,-32,no,no,cellular,29,jan,1,185,5,other,no
5792,48,management,married,tertiary,no,20718,yes,no,unknown,14,may,1,-1,0,unknown,no
3318,31,management,single,tertiary,no,147,no,no,cellular,9,mar,1,181,2,success,yes
6117,52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,1,-1,0,unknown,no
6060,28,management,single,tertiary,no,185,no,no,cellular,30,jan,2,-1,0,unknown,no
1597,36,student,single,secondary,no,17,no,no,cellular,22,apr,1,-1,0,unknown,yes
4404,22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,3,93,1,other,yes
5009,34,management,married,tertiary,no,158,no,no,cellular,9,jun,1,92,9,success,yes
979,51,retired,married,tertiary,no,580,no,no,cellular,19,nov,2,-1,0,unknown,yes
1615,59,blue-collar,married,primary,no,1939,no,no,cellular,23,apr,1,-1,0,unknown,yes
11096,31,student,single,secondary,no,0,no,no,cellular,22,sep,1,-1,0,unknown,no
9071,36,blue-collar,married,primary,no,1503,no,no,cellular,19,nov,1,-1,0,unknown,no
5401,49,management,married,tertiary,no,234,no,no,cellular,22,aug,6,-1,0,unknown,no
3688,23,student,single,secondary,no,1809,no,no,cellular,8,jul,2,-1,0,unknown,yes
5374,44,management,married,tertiary,no,6203,yes,yes,unknown,13,may,1,-1,0,unknown,no
6746,41,technician,married,secondary,no,10438,yes,no,telephone,15,jul,4,-1,0,unknown,no
376,46,unemployed,married,secondary,no,926,no,no,cellular,7,jul,5,-1,0,unknown,yes
2333,30,technician,single,secondary,no,2567,no,no,cellular,18,jun,4,-1,0,unknown,yes
6230,33,entrepreneur,married,secondary,no,5809,yes,no,cellular,22,aug,4,-1,0,unknown,no
9122,39,management,single,tertiary,no,1234,no,no,telephone,29,jul,4,-1,0,unknown,no
8717,40,management,married,tertiary,no,294,yes,no,cellular,23,jul,5,-1,0,unknown,no
11044,32,services,married,secondary,no,0,no,no,cellular,31,jul,6,-1,0,unknown,no
5767,54,management,married,unknown,no,24,no,no,cellular,31,jul,10,-1,0,unknown,no
5319,48,management,divorced,tertiary,no,700,yes,no,cellular,29,aug,2,-1,0,unknown,no
1899,47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,1,274,6,other,yes
7412,35,blue-collar,married,secondary,no,0,yes,yes,cellular,8,apr,1,-1,0,unknown,no
4568,28,student,single,tertiary,no,3054,no,no,cellular,30,apr,1,80,6,other,yes
7679,40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,1,-1,0,unknown,no
6956,50,management,divorced,tertiary,no,201,yes,no,cellular,24,jul,1,-1,0,unknown,no
1297,42,services,married,secondary,no,1376,yes,no,cellular,2,mar,4,-1,0,unknown,yes
2233,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,1,-1,0,unknown,yes
9876,44,admin.,married,secondary,no,1248,yes,yes,cellular,8,may,3,-1,0,unknown,no
4184,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,1,189,1,success,yes
3719,68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,2,-1,0,unknown,yes
6048,55,unemployed,married,secondary,no,512,no,no,cellular,28,jan,1,-1,0,unknown,no
11041,39,admin.,single,secondary,no,0,no,yes,unknown,19,jun,1,-1,0,unknown,no
1922,33,management,single,tertiary,no,0,yes,no,cellular,13,may,1,-1,0,unknown,yes
1037,35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,2,-1,0,unknown,yes
5739,47,technician,divorced,secondary,no,1851,yes,no,unknown,19,may,2,-1,0,unknown,no
4470,46,admin.,married,secondary,no,659,yes,no,telephone,29,jul,11,-1,0,unknown,yes
6381,31,entrepreneur,divorced,secondary,no,290,yes,no,cellular,13,apr,1,-1,0,unknown,no
6008,45,self-employed,married,tertiary,no,-497,yes,yes,cellular,20,nov,1,-1,0,unknown,no
598,35,self-employed,married,secondary,no,5613,yes,no,cellular,28,jul,3,-1,0,unknown,yes
1005,35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,1,-1,0,unknown,yes
1796,39,management,married,tertiary,no,0,yes,no,cellular,5,may,2,-1,0,unknown,yes
543,25,management,married,secondary,no,2228,yes,no,cellular,23,jul,1,-1,0,unknown,yes
712,31,management,married,tertiary,no,676,no,no,cellular,7,aug,1,-1,0,unknown,yes
10402,61,housemaid,married,primary,no,848,no,no,cellular,27,apr,1,187,1,other,no
1655,21,student,single,secondary,no,224,no,no,cellular,30,apr,1,-1,0,unknown,yes
2906,40,management,married,tertiary,no,9366,no,no,cellular,11,nov,3,-1,0,unknown,yes
1282,62,housemaid,married,unknown,no,2021,no,no,telephone,26,feb,1,-1,0,unknown,yes
5690,35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,4,-1,0,unknown,no
3058,55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,1,192,2,success,yes
1835,50,services,married,primary,no,5024,yes,yes,cellular,7,may,1,267,11,other,yes
8895,57,management,divorced,unknown,no,0,no,no,cellular,27,mar,1,-1,0,unknown,no
4261,58,technician,married,secondary,no,99,no,no,telephone,22,sep,2,-1,0,unknown,yes
10860,33,admin.,married,secondary,no,2,yes,no,unknown,20,may,1,-1,0,unknown,no
116,36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,2,-1,0,unknown,yes
5648,55,management,divorced,tertiary,no,-207,no,no,cellular,2,feb,1,-1,0,unknown,no
8333,44,management,married,secondary,no,13054,yes,no,cellular,11,may,2,174,12,other,no
5301,37,blue-collar,divorced,secondary,no,614,yes,no,unknown,20,may,1,-1,0,unknown,no
8243,33,technician,single,tertiary,no,2565,yes,no,cellular,13,may,2,-1,0,unknown,no
5989,52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,1,-1,0,unknown,no
2629,70,retired,married,secondary,no,2626,no,no,cellular,2,sep,2,-1,0,unknown,yes
10338,46,blue-collar,married,secondary,no,2603,yes,yes,cellular,11,may,3,277,2,failure,no
7495,39,blue-collar,married,secondary,no,5222,yes,no,unknown,28,may,1,-1,0,unknown,no
6249,77,retired,single,primary,no,300,no,no,cellular,9,sep,1,-1,0,unknown,no
2217,38,blue-collar,married,secondary,no,2467,no,no,cellular,2,jun,1,-1,0,unknown,yes
4138,46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,6,-1,0,unknown,yes
7191,58,entrepreneur,married,primary,no,1153,yes,yes,telephone,12,may,6,337,6,failure,no
10282,44,technician,married,secondary,no,135,yes,no,cellular,8,may,3,-1,0,unknown,no
1613,74,retired,married,primary,no,670,no,no,cellular,23,apr,5,-1,0,unknown,yes
8207,36,management,single,tertiary,no,181,yes,no,cellular,13,may,2,278,4,failure,no
6079,40,technician,married,unknown,no,0,no,yes,cellular,7,jul,1,-1,0,unknown,no
9084,55,management,married,primary,no,19,yes,no,unknown,16,may,3,-1,0,unknown,no
10471,49,management,married,tertiary,no,413,no,yes,cellular,31,jul,4,-1,0,unknown,no
10934,31,services,single,secondary,no,3,yes,no,cellular,5,may,1,-1,0,unknown,no
9778,35,technician,married,secondary,no,6,yes,no,cellular,11,may,2,348,2,failure,no
1883,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,1,350,5,failure,yes
3928,26,technician,single,secondary,no,1105,yes,no,cellular,6,sep,1,297,3,other,yes
3530,75,retired,married,tertiary,no,6027,no,no,cellular,14,may,1,179,4,success,yes
10971,37,admin.,single,secondary,no,309,yes,no,cellular,15,may,3,-1,0,unknown,no
5707,28,technician,single,secondary,no,631,no,no,cellular,29,apr,7,-1,0,unknown,no
5772,51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,1,165,2,failure,no
10003,49,management,married,unknown,no,0,no,no,cellular,19,nov,2,-1,0,unknown,no
10916,54,technician,married,tertiary,no,4582,yes,no,unknown,15,may,1,-1,0,unknown,no
5148,49,management,married,tertiary,no,4751,no,no,cellular,12,aug,4,-1,0,unknown,yes
6853,49,technician,married,secondary,no,550,yes,no,unknown,5,jun,2,-1,0,unknown,no
6682,35,management,married,tertiary,no,2583,no,no,cellular,19,nov,1,-1,0,unknown,no
2574,20,student,single,secondary,no,215,no,no,cellular,21,aug,4,183,1,other,yes
4388,67,retired,single,tertiary,no,2144,no,no,telephone,21,apr,2,-1,0,unknown,yes
10791,36,management,married,tertiary,no,242,yes,no,cellular,14,may,1,-1,0,unknown,no
2711,45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,1,141,2,success,yes
5482,33,services,single,secondary,no,192,no,no,cellular,24,jul,1,-1,0,unknown,no
3169,40,management,married,tertiary,no,1855,no,no,telephone,8,feb,6,-1,0,unknown,yes
6502,30,services,single,secondary,no,245,no,yes,cellular,8,jul,2,-1,0,unknown,no
5381,49,self-employed,married,tertiary,no,599,no,no,cellular,12,aug,1,-1,0,unknown,no
5529,43,management,divorced,tertiary,no,9,yes,no,cellular,26,aug,5,401,1,failure,no
2843,57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,1,194,1,success,yes
7177,31,technician,divorced,secondary,no,10787,yes,no,unknown,4,jun,2,-1,0,unknown,no
5429,34,services,married,secondary,no,40,yes,no,cellular,17,jul,2,-1,0,unknown,no
726,35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,3,-1,0,unknown,yes
2431,43,management,married,tertiary,no,1791,no,no,cellular,5,aug,1,-1,0,unknown,yes
9145,38,technician,single,secondary,no,145,yes,no,unknown,27,may,2,-1,0,unknown,no
4707,52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,8,-1,0,unknown,yes
10708,32,blue-collar,married,unknown,no,1267,yes,no,cellular,18,may,2,-1,0,unknown,no
1840,43,management,married,tertiary,no,1429,yes,no,cellular,7,may,1,169,3,success,yes
7375,24,management,married,secondary,no,2278,yes,no,unknown,27,may,4,-1,0,unknown,no
6582,41,blue-collar,married,secondary,no,193,yes,no,unknown,29,may,1,-1,0,unknown,no
2798,19,student,single,secondary,no,329,no,no,cellular,22,oct,2,-1,0,unknown,yes
4924,33,management,single,tertiary,no,952,yes,no,cellular,29,apr,5,-1,0,unknown,yes
1727,31,management,single,tertiary,no,1619,no,no,cellular,30,apr,2,-1,0,unknown,yes
2743,56,unemployed,married,secondary,no,12,no,no,cellular,12,oct,3,187,1,failure,yes
3551,21,student,single,secondary,no,215,no,no,cellular,24,may,1,89,7,success,yes
8189,59,housemaid,married,secondary,no,454,no,no,cellular,21,aug,1,-1,0,unknown,no
6966,34,admin.,married,tertiary,no,788,yes,no,cellular,5,feb,1,-1,0,unknown,no
632,54,technician,married,secondary,no,114,no,no,cellular,30,jul,3,-1,0,unknown,yes
2390,38,unemployed,married,primary,no,7005,yes,no,cellular,7,jul,1,412,1,failure,yes
10401,38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1,-1,0,unknown,no
6176,46,management,married,tertiary,no,460,no,no,cellular,28,jan,1,-1,0,unknown,no
11075,41,management,married,tertiary,no,3872,no,no,cellular,15,oct,1,-1,0,unknown,no
5926,40,unemployed,married,secondary,no,1077,yes,yes,cellular,17,nov,2,-1,0,unknown,no
3467,41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,1,181,3,success,yes
1624,28,unemployed,single,primary,no,1374,no,no,cellular,23,apr,4,-1,0,unknown,yes
8539,34,blue-collar,married,secondary,no,4622,yes,yes,unknown,20,may,1,-1,0,unknown,no
1025,37,technician,divorced,secondary,no,3068,yes,yes,cellular,20,nov,2,195,1,other,yes
1663,58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,1,87,1,success,yes
6561,35,management,single,tertiary,no,1496,yes,no,cellular,22,aug,4,-1,0,unknown,no
6798,43,management,married,tertiary,yes,0,no,no,cellular,27,aug,19,-1,0,unknown,no
9769,48,blue-collar,married,primary,no,456,yes,yes,unknown,19,may,1,-1,0,unknown,no
2685,46,management,married,tertiary,no,7331,no,no,cellular,11,sep,4,95,2,other,yes
9693,44,admin.,married,secondary,no,497,yes,no,cellular,3,feb,3,270,2,other,no
5270,28,blue-collar,single,secondary,no,1705,no,no,cellular,17,dec,2,-1,0,unknown,yes
1972,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,1,-1,0,unknown,yes
7555,42,services,single,secondary,no,247,yes,no,cellular,31,jul,2,-1,0,unknown,no
8447,35,technician,single,tertiary,no,122,no,no,cellular,20,apr,5,328,5,failure,no
6141,47,admin.,married,secondary,no,3434,yes,yes,telephone,9,jul,1,-1,0,unknown,no
10076,30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,1,-1,0,unknown,no
5700,26,blue-collar,single,secondary,no,-128,no,yes,cellular,8,jul,2,-1,0,unknown,no
8641,30,services,divorced,secondary,no,1336,yes,no,cellular,18,may,3,355,5,failure,no
5702,47,entrepreneur,divorced,secondary,no,186,no,no,cellular,2,feb,2,-1,0,unknown,no
249,41,housemaid,married,secondary,no,879,no,no,unknown,5,jun,2,-1,0,unknown,yes
10956,45,housemaid,divorced,primary,no,221,no,no,cellular,2,feb,1,235,1,failure,no
5080,55,management,married,unknown,no,1504,yes,no,cellular,22,may,2,-1,0,unknown,yes
4674,34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,3,251,3,success,yes
6769,36,management,single,tertiary,no,335,no,no,unknown,10,oct,1,772,4,failure,no
2117,28,management,single,tertiary,no,957,no,no,cellular,25,may,2,-1,0,unknown,yes
2852,60,blue-collar,married,primary,no,5,no,no,cellular,29,oct,1,-1,0,unknown,yes
2058,24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,1,-1,0,unknown,yes
7400,44,management,married,tertiary,no,70,no,no,cellular,20,aug,3,-1,0,unknown,no
10099,38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,1,-1,0,unknown,no
8749,39,admin.,married,tertiary,no,259,yes,no,unknown,19,may,1,-1,0,unknown,no
9262,49,blue-collar,married,secondary,no,1127,yes,yes,cellular,17,apr,2,281,1,failure,no
10777,42,management,married,tertiary,no,0,no,no,cellular,6,aug,3,-1,0,unknown,no
3601,67,retired,married,unknown,no,2540,no,no,telephone,14,jun,5,116,4,other,yes
7576,55,retired,married,secondary,no,2312,no,no,unknown,12,jun,1,-1,0,unknown,no
2633,31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,1,94,1,success,yes
8541,41,technician,married,secondary,no,188,no,yes,telephone,31,jul,25,-1,0,unknown,no
1783,37,student,single,unknown,no,444,no,no,cellular,4,may,5,-1,0,unknown,yes
4473,47,admin.,married,secondary,no,290,yes,no,cellular,22,jul,2,-1,0,unknown,yes
8218,29,admin.,single,secondary,no,613,yes,no,unknown,19,jun,1,-1,0,unknown,no
7110,39,admin.,married,unknown,no,378,no,no,unknown,20,jun,5,-1,0,unknown,no
9273,48,blue-collar,married,primary,no,3304,no,no,unknown,11,jun,3,-1,0,unknown,no
1518,34,admin.,single,secondary,no,63,yes,no,cellular,17,apr,1,-1,0,unknown,yes
4264,51,technician,married,tertiary,no,0,no,no,cellular,2,mar,2,-1,0,unknown,yes
2615,55,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,2,93,8,failure,yes
9255,26,technician,single,secondary,no,0,no,yes,cellular,30,jul,26,-1,0,unknown,no
7562,43,blue-collar,married,secondary,no,-312,yes,no,unknown,20,jun,11,-1,0,unknown,no
10877,42,technician,single,secondary,no,-321,no,no,cellular,28,jan,2,-1,0,unknown,no
4789,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1,262,1,failure,yes
9517,31,management,single,tertiary,no,15,no,no,cellular,11,aug,2,-1,0,unknown,no
272,58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,3,-1,0,unknown,yes
8216,36,management,single,tertiary,no,3343,no,no,cellular,18,nov,1,-1,0,unknown,no
4544,64,management,married,tertiary,no,3951,no,no,cellular,28,jan,1,91,1,success,yes
5266,27,management,single,primary,yes,13,no,no,cellular,30,jan,3,-1,0,unknown,yes
9079,35,services,married,tertiary,no,4564,no,no,cellular,18,aug,6,-1,0,unknown,no
2450,72,retired,married,tertiary,no,2,no,no,cellular,7,aug,2,-1,0,unknown,yes
134,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,2,-1,0,unknown,yes
1695,24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,1,-1,0,unknown,yes
346,43,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,2,-1,0,unknown,yes
7485,51,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,1,-1,0,unknown,no
9676,34,services,married,secondary,no,1182,yes,no,unknown,28,may,1,-1,0,unknown,no
7183,31,management,single,tertiary,no,471,no,no,cellular,29,aug,2,-1,0,unknown,no
650,40,blue-collar,married,secondary,no,1954,no,no,cellular,31,jul,2,-1,0,unknown,yes
3808,56,services,married,secondary,no,1989,no,no,cellular,3,aug,4,181,4,success,yes
3384,60,blue-collar,married,primary,no,7929,no,no,unknown,1,apr,1,-1,0,unknown,yes
8237,36,management,married,tertiary,no,0,yes,no,cellular,29,jan,1,237,17,other,no
5390,35,technician,married,secondary,no,1144,no,no,cellular,20,aug,13,-1,0,unknown,no
7959,36,admin.,married,secondary,no,286,yes,no,cellular,22,jul,9,-1,0,unknown,no
9753,37,technician,married,secondary,no,1120,yes,no,unknown,30,may,5,-1,0,unknown,no
10992,45,blue-collar,married,primary,no,6691,no,no,cellular,13,aug,2,-1,0,unknown,no
11,30,blue-collar,married,secondary,no,309,yes,no,unknown,7,may,2,-1,0,unknown,yes
5351,32,technician,single,tertiary,no,3818,no,no,cellular,18,aug,4,-1,0,unknown,no
6122,28,student,single,tertiary,no,2306,no,no,cellular,29,oct,2,-1,0,unknown,no
8488,44,management,married,tertiary,no,3091,yes,no,unknown,17,jun,4,-1,0,unknown,no
2849,51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,2,-1,0,unknown,yes
2406,19,student,single,primary,no,103,no,no,cellular,10,jul,2,-1,0,unknown,yes
6869,30,technician,single,secondary,no,-754,yes,yes,unknown,26,may,1,-1,0,unknown,no
9700,35,technician,married,tertiary,no,25,no,no,cellular,27,aug,2,-1,0,unknown,no
9274,30,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,1,-1,0,unknown,no
3196,61,retired,married,tertiary,no,5267,no,no,cellular,11,feb,3,-1,0,unknown,yes
10578,45,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,20,nov,1,-1,0,unknown,no
2652,50,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,1,92,3,success,yes
5396,55,retired,married,tertiary,no,357,yes,no,cellular,11,aug,1,103,1,failure,no
8693,53,blue-collar,married,secondary,no,2,yes,no,unknown,16,may,2,-1,0,unknown,no
1900,38,services,single,secondary,no,895,yes,no,cellular,12,may,1,-1,0,unknown,yes
1237,72,retired,married,tertiary,no,0,no,no,cellular,13,feb,1,-1,0,unknown,yes
9655,39,blue-collar,married,primary,no,332,yes,no,unknown,8,may,3,-1,0,unknown,no
6943,40,blue-collar,single,secondary,no,1066,yes,no,unknown,21,may,1,-1,0,unknown,no
9197,37,admin.,divorced,secondary,no,3975,yes,no,cellular,11,may,2,-1,0,unknown,no
3846,28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,2,-1,0,unknown,yes
4857,48,management,married,tertiary,no,2351,no,no,cellular,15,sep,1,105,3,success,yes
8030,31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,3,367,2,failure,no
2874,59,management,married,secondary,no,4412,no,no,cellular,2,nov,2,-1,0,unknown,yes
9438,32,services,married,secondary,no,144,yes,no,unknown,19,may,11,-1,0,unknown,no
6432,31,self-employed,single,tertiary,no,91,no,no,unknown,23,may,1,-1,0,unknown,no
5896,55,housemaid,divorced,primary,no,0,no,no,unknown,20,jun,2,-1,0,unknown,no
9974,56,admin.,married,secondary,no,5310,no,no,unknown,19,jun,1,-1,0,unknown,no
3709,36,management,single,unknown,no,62,no,no,cellular,13,jul,1,91,2,success,yes
4158,32,management,married,tertiary,no,607,yes,no,unknown,18,jun,5,-1,0,unknown,yes
5967,40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,1,-1,0,unknown,no
2161,25,student,single,unknown,no,277,no,no,cellular,27,may,2,-1,0,unknown,yes
4644,60,retired,married,secondary,no,8332,no,no,cellular,16,mar,1,194,7,other,yes
602,55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,4,-1,0,unknown,yes
7520,52,management,divorced,secondary,no,944,no,yes,unknown,9,jun,1,-1,0,unknown,no
9029,60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,1,350,1,failure,no
784,34,technician,single,secondary,no,16,no,no,cellular,13,aug,1,-1,0,unknown,yes
9167,33,management,single,tertiary,no,561,no,no,cellular,7,apr,1,-1,0,unknown,no
8374,30,services,single,secondary,no,-114,yes,no,cellular,21,jul,2,-1,0,unknown,no
